ENTITY1	ENTITY2	PROBABILITY	LABEL
155459	60489	1.0	1
155945	920	1.0	1
155945	3661	1.0	0
156110	920	1.0	1
155945	684	0.999998580058	1
155459	200316	0.999998092406	1
155807	6596	0.99999707837	0
155459	164668	0.998174708176	1
60489	155459	0.997684186898	0
24137	155030	0.991115713252	0
8945	155945	0.989484552769	0
164668	155459	0.989152355771	0
155807	5713	0.9835593	0
155807	25939	0.981721781105	0
4734	155030	0.9815595	0
156110	3105	0.980385960433	1
155971	1234	0.918150146037	0
155971	920	0.885112199248	0
156110	3106	0.778657307964	1
684	155945	0.777212279019	0
155030	6667	0.764056783525	0
155459	865	0.762170682422	0
156110	5058	0.71698123	0
156110	256987	0.704804709211	0
155945	8945	0.697733256373	0
983	155908	0.6409116	0
156110	7852	0.626117246487	0
155030	925	0.523750921088	0
6596	155807	0.506242269499	0
920	156110	0.49835568971099997	0
1653	155908	0.48076390778200007	0
920	155971	0.477268656072	0
155030	3735	0.44641461878800004	0
256987	156110	0.43745448077500004	0
920	155945	0.37674302870199994	0
6285	156110	0.33260413332899996	0
155030	30816	0.32794682440700007	0
155908	7514	0.32488458077899995	0
7514	155908	0.31149151503100003	0
156110	29110	0.30541365996799996	0
155908	1653	0.30211465490699996	0
155807	3735	0.29911450227799996	0
155030	100616444	0.299071291692	0
155871	7422	0.29841883445899997	0
155459	8065	0.290058135104	0
155030	100862696	0.28181519011799994	0
156110	6285	0.26425532932500007	0
156110	5062	0.255658115236	0
30816	155030	0.24628634819999995	0
156110	3055	0.22427300118100002	0
155871	904	0.21585513724499994	0
865	155459	0.21562260852900006	0
904	155871	0.21493723980800006	0
8065	155459	0.21066958004899994	0
3735	155030	0.19991097803500002	0
156110	2534	0.19739072321399997	0
156110	10399	0.177464669919	0
100616444	155030	0.17223274215600004	0
155871	5813	0.16069969218199998	0
155971	6387	0.15877551104699994	0
155459	6921	0.157803056456	0
5886	155807	0.15052473542400002	0
155945	972	0.150137678467	0
155945	5817	0.14788274828899994	0
5478	155030	0.14278259600800003	0
155030	920	0.13494017277900006	0
155030	3456	0.12802603999999995	0
10959	155807	0.12802603999999995	0
156110	684	0.12591298913799998	0
3565	155971	0.124801485717	0
155459	861	0.12308462907100004	0
155030	5478	0.11731650237299995	0
155908	11168	0.11616924559200004	0
30835	155971	0.11473077818199995	0
155807	3091	0.11231295101799998	0
155030	6285	0.10860512683900003	0
155030	10642	0.10569150865300003	0
3612	155807	0.10543788036400004	0
155871	100187828	0.10328761499999994	0
155030	3732	0.10129792999999998	0
920	155030	0.09587875300680004	0
861	155459	0.09551941850019996	0
972	155945	0.09449006637129997	0
155807	10959	0.09377258	0
3456	155030	0.09377258	0
155971	3700	0.0897757549871	0
3700	155971	0.08836753625049998	0
155030	200316	0.08812790812729998	0
155807	3916	0.08512750000000002	0
155971	30835	0.08494813364590004	0
11168	155908	0.08372210770980004	0
6285	155030	0.0803584445387	0
155807	3612	0.07580422019790001	0
10642	155030	0.0746938973729	0
155971	2720	0.071656324	0
684	156110	0.06193967081840002	0
156110	3932	0.06097428012810002	0
2720	155971	0.059111137000000036	0
155908	653108	0.05810713324850003	0
156110	3107	0.05460051794109999	1
155030	728378	0.05388683876379996	0
3916	155807	0.05154879999999995	0
10015	155030	0.04958788120659996	0
155807	5886	0.04452315059099998	0
6667	155030	0.04441292952749998	0
302	155030	0.04144888056490004	0
155971	51311	0.040689352999999984	0
25939	155807	0.03783157886440003	0
926	156110	0.033777296999999984	0
155945	1128	0.033354573	0
1128	155945	0.033354573	0
155807	81559	0.02914837982740004	0
155030	975	0.02639910381249999	0
155945	3777	0.02608873179860005	0
9730	155807	0.02447223182089997	0
155030	29082	0.021428967860700032	0
3385	155971	0.02048541641849999	0
347376	155971	0.01872682253750002	0
