ENTITY1	ENTITY2	PROBABILITY	LABEL
155971	801	1.0	0
155971	7852	1.0	1
155971	920	1.0	1
1234	155971	1.0	0
156110	920	1.0	1
155971	1234	1.0	1
155971	28299	0.9999999999999668	0
155945	684	0.9999999999978795	1
155971	5599	0.99999999997456	1
920	155971	0.9999999998889563	0
155971	821	0.9999999643389565	0
155871	1673	0.9999999511029553	1
155971	7040	0.9999998743304115	1
155030	925	0.9999998157996711	0
155459	60489	0.999998860810965	0
155945	920	0.9999982374088937	0
155971	4360	0.999992313419105	0
155971	4780	0.9999869429872829	1
155971	818	0.99998688686818	0
156110	356	0.9999771817830739	1
155971	2187	0.9999351056039658	0
156110	29110	0.9998879974901046	0
156110	940	0.9998765161807374	1
156110	2534	0.9998498994102	0
155971	925	0.9997942056814552	0
155971	7124	0.9997755470052339	1
8743	155971	0.9997644039565637	0
156110	3932	0.9997271831580663	1
155971	7474	0.999435707210945	1
155971	3107	0.99904126	1
8065	155459	0.9989640868305636	0
155807	9564	0.9986362388337103	0
155807	3091	0.9985383092337001	1
155807	4790	0.998465012844151	1
155971	3458	0.9984205317742039	1
10015	155030	0.9978262329990149	0
3091	155807	0.9976259621324103	0
155971	834	0.9973757	1
156110	22914	0.99726508138201	0
4153	155971	0.9969561	0
155871	7422	0.996859300689739	1
155971	1803	0.9965488018963236	0
155971	6347	0.9956130176829306	1
155807	3725	0.9944953047548192	1
3055	156110	0.9927126940413681	0
156110	3055	0.9924742919877532	1
155030	3106	0.9912251128680969	1
3612	155807	0.990530632487732	0
4734	155030	0.9903104	1
155971	1524	0.9876518	0
155971	4513	0.98689365	0
155971	30835	0.986235481634053	0
155971	94025	0.9858073	0
156110	684	0.9855492426476091	1
347376	155030	0.9846474961139424	0
148362	155030	0.98454386	0
155971	100	0.98287994	1
10399	156110	0.9826027849743041	0
5478	155030	0.979653093483702	0
818	155971	0.9789045801809141	0
155945	22914	0.9777590417501221	0
155807	3612	0.9744856714083091	0
155971	6693	0.973932342796711	0
155908	1653	0.9683556869118614	0
821	155971	0.9671240787195358	0
920	155945	0.9663858828587238	0
155908	7514	0.9613122275685312	0
3106	155030	0.9571680184415103	0
155971	28981	0.9566169	0
155971	3385	0.9561164737458311	0
7852	155971	0.9545886990429674	0
925	155971	0.9534505538935784	0
920	156110	0.9462714147080181	0
7124	156110	0.9453586217990756	0
155971	5122	0.9347879765001749	0
4738	155945	0.9320651287686628	0
155971	3384	0.9235879	0
1029	155030	0.9215122048227227	0
155030	920	0.9198130917847406	0
3932	156110	0.9170523602899618	0
155908	10657	0.9016245617091829	1
5886	155807	0.8998759539243639	0
684	156110	0.8935090231136197	0
155971	3700	0.8860641049860012	0
10959	155030	0.8839808599293132	0
155030	10959	0.8801243030446136	0
155459	200316	0.8777820000075379	0
155030	29082	0.8758248242703092	0
155459	865	0.8750985850121521	1
156110	6285	0.8750206402684092	0
156110	7852	0.8665827794055226	1
155971	19	0.86648005	0
7514	155908	0.8615597027123602	1
30835	155971	0.8459733364121697	1
60489	155459	0.8437346163159702	0
155971	7020	0.8384171879090154	0
4360	155971	0.8322451960786256	0
155030	3735	0.8009908782761285	0
156110	3606	0.786526967685028	0
155971	6351	0.76905566	1
155971	10714	0.7665583832326215	0
1755	155971	0.76526076	0
155971	1232	0.75975496	0
5817	156110	0.7567828511739715	0
155908	728378	0.7505687059822631	0
155971	3558	0.74085957	1
155807	5713	0.7081942	0
1984	155908	0.6924552483998676	0
155971	2	0.68998885	0
155807	81559	0.6869614086424336	0
155971	6387	0.676241838183314	0
155030	5478	0.674925824905245	0
356	156110	0.6731722171242547	0
155971	8743	0.6687240471397493	1
1653	155908	0.6498525731779436	0
5599	155971	0.6440037526487434	0
1236	155971	0.6434521	0
155971	1236	0.6434521	1
6402	155971	0.6419836561209293	0
156110	100313781	0.6216956	0
155971	6348	0.6173819704896768	1
6348	155971	0.6173819704896767	0
5045	155971	0.6122105311047054	0
155807	3916	0.6097282	0
156110	5817	0.6093663963556286	0
156110	238	0.6062843	1
155971	5045	0.6061744251726968	1
155971	10959	0.6020536968906196	0
940	156110	0.5946497288621488	0
10657	155908	0.5866831645847109	0
684	155945	0.5807468204883242	0
2332	155908	0.5700718151973474	0
155971	5933	0.55981004	0
155945	8945	0.5536256711031344	1
3700	155971	0.5180600640534021	0
920	155030	0.5079333822408774	0
155945	5817	0.5008485266266414	0
1232	155971	0.48664254000000007	0
6387	155971	0.48278974620539195	0
865	155459	0.4777380755306425	0
155459	6921	0.4775429615865707	0
4843	155971	0.47258430000000007	0
4869	155908	0.46870569365481884	1
156110	10399	0.46300060906026075	0
155971	974	0.46069074	0
974	155971	0.46069074	0
155971	4982	0.45849839620232413	0
164668	155459	0.45632152892945355	0
156110	55690	0.45286927	0
156110	3105	0.4479673584714793	0
100616444	155030	0.44247854408299303	0
155945	3661	0.439793404447117	0
155807	5886	0.4301690539753289	0
156110	7124	0.4300571413669759	1
155971	54472	0.42583564000000007	1
155945	3777	0.4177599928536231	0
155030	30816	0.41601267754598237	0
155971	50863	0.40459058000000003	0
200316	155459	0.4041166546836745	0
155908	5903	0.40272543000000005	0
155807	3735	0.38402259766531543	0
10714	155348	0.37515110000000007	0
3700	155030	0.37465357999999993	0
3777	155945	0.3740885848465928	0
156110	23241	0.36524314	0
156110	6714	0.3647668399999999	1
155030	7251	0.3633445236121253	0
30816	155030	0.35213876513987963	0
155459	8065	0.3390109474103261	1
155030	100616444	0.3305427201031633	0
155971	2064	0.32721671995029344	0
156110	6347	0.32571644	1
155030	60489	0.3249612945462229	0
155945	4738	0.3247593711049743	0
5817	155945	0.3224387742775984	0
5062	156110	0.3161117918916707	0
156110	3135	0.3139761411608294	0
155030	728378	0.3103676356912217	0
60489	155030	0.2931827088916966	0
904	155871	0.28609698157256425	0
155871	904	0.28250972143822717	1
155459	8453	0.2811461740380645	0
8453	155459	0.2810861642250353	0
155908	1984	0.27579411683763055	0
155348	10075	0.27021214971753704	0
6667	155030	0.26401604601715767	0
155030	7020	0.257685537507771	0
7020	155030	0.257685500365197	0
155971	351	0.25707163999999993	1
155459	164668	0.25208224937435786	0
155971	2028	0.24697077200188144	0
155030	6667	0.24533288182145763	1
3735	155030	0.24524176416102883	0
155971	1669	0.24128477182038421	0
1669	155971	0.24121744818460733	0
155971	2720	0.2341738	0
155030	10642	0.2315965188162491	0
155945	972	0.22399588448952157	0
155459	1154	0.22227342000000005	0
6285	155030	0.2162685644567578	0
3385	155971	0.214423236581754	0
155348	10959	0.20271284450490334	0
9564	155807	0.19953035606966485	0
983	155908	0.19728665	0
155908	11168	0.1959593578273131	0
155030	6285	0.19544308224167461	0
155459	861	0.19280280448787523	0
6921	155459	0.19036047523727861	1
155030	3456	0.1894327	0
10959	155807	0.1894327	0
5901	155908	0.18702868000000006	1
155908	5901	0.18702868000000006	0
6285	155908	0.18313069281490046	0
155971	3502	0.17562250222750386	0
7040	155971	0.1708642041793863	0
351	155971	0.16982469	0
155807	841	0.16850388000000005	1
