ENTITY1	ENTITY2	PROBABILITY	LABEL
155459	60489	1.0	0
155908	7514	1.0	1
156110	356	1.0	0
155459	8065	1.0	0
155945	684	1.0	1
60489	155459	1.0	0
155971	6387	1.0	0
920	155971	1.0	1
155971	5122	1.0	0
8065	155459	1.0	0
155971	3700	1.0	0
684	155945	1.0	1
3700	155971	1.0	0
920	156110	1.0	0
5122	155971	1.0	0
10015	155030	1.0	1
155971	30835	1.0	0
920	155945	1.0	0
925	155030	1.0	0
29110	156110	1.0	0
7251	155030	1.0	1
155030	3106	1.0	1
155971	925	1.0	0
155971	7852	1.0	1
155971	5045	1.0	0
5045	155971	1.0	0
155971	920	1.0	1
155971	1803	1.0	0
1234	155971	1.0	1
155945	920	1.0	0
3612	155807	1.0	0
356	156110	1.0	0
156110	29110	1.0	0
7852	155971	1.0	1
30835	155971	1.0	0
156110	920	1.0	0
1803	155971	1.0	0
155971	1234	1.0	1
925	155971	1.0	0
7514	155908	1.0	1
155807	3612	1.0	0
6387	155971	1.0	0
156110	3932	0.999999999994	1
3932	156110	0.999999999983	1
155030	7251	0.999999999965	1
5478	155030	0.999999999886	0
155030	10015	0.999999999746	1
60489	155030	0.999999999543	1
821	155971	0.999999999472	1
155030	925	0.999999999302	0
155030	60489	0.999999999173	1
3106	155030	0.999999998713	1
155971	821	0.999999995323	1
156110	3055	0.999999994123	1
3055	156110	0.999999993417	1
155030	5478	0.999999992831	0
10959	155030	0.999999968232	0
2187	155971	0.99999996158	0
156110	5062	0.999999849238	1
5062	156110	0.999999803089	1
5901	155908	0.9999994	0
155908	5901	0.9999994	0
155030	10959	0.999999336865	0
155807	3735	0.999999190524	0
155971	6351	0.99999905	0
155971	2187	0.999999016746	0
155807	3916	0.99999845	0
155030	302	0.999998186091	1
155908	728378	0.999997858751	0
155971	1524	0.99999785	1
6351	155971	0.99999714	0
302	155030	0.999996652127	1
6348	155971	0.999995877643	0
155971	6348	0.999995877643	0
1524	155971	0.9999951	1
3916	155807	0.9999925	0
3735	155807	0.999991387837	0
155030	100616444	0.999990535166	0
155908	11168	0.999990295201	0
155459	164668	0.999984431428	0
11168	155908	0.999983653859	0
9564	155807	0.999974296804	0
100616444	155030	0.999955661653	0
728378	155908	0.99995312895	0
155807	3091	0.999944807147	0
155030	5901	0.99993443	0
155030	7514	0.99993443	0
6285	156110	0.999931799598	0
1653	155908	0.999900636853	1
155908	1984	0.99988517251	0
155971	1232	0.9998827	0
156110	6285	0.999841103745	0
920	155030	0.999837007939	1
5901	155030	0.99982554	0
7514	155030	0.99982554	0
3091	155807	0.999822738244	0
155030	24137	0.999804803762	1
164668	155459	0.99980453075	0
1232	155971	0.9997738	0
155030	920	0.999678199326	1
1984	155908	0.999645010491	0
155807	9564	0.999641099986	0
200316	155459	0.999591240604	1
155871	904	0.999587815895	1
155971	7020	0.999484165779	0
904	155871	0.999482876525	1
155030	29082	0.999426416498	1
155459	865	0.999374657442	0
7020	155971	0.999309170025	0
100	155971	0.9992914	0
3622	155030	0.99920744	0
155908	1653	0.99914665774	1
24137	155030	0.999137826088	1
155030	3622	0.9990094	0
155908	2332	0.998811323021	0
29082	155030	0.99875818957	1
155030	4734	0.9986015	0
156110	7020	0.998527295258	0
155459	200316	0.998502398404	1
155971	100	0.99845135	0
7020	156110	0.998319768538	0
155971	1056	0.9982173	0
865	155459	0.998108594152	0
1056	155971	0.99799746	0
4734	155030	0.99780697	0
155945	1128	0.99770504	0
1128	155945	0.99770504	0
155807	10980	0.99741733	0
10980	155807	0.99741733	0
92421	155030	0.99731725	1
155030	7329	0.99724364	1
155971	28910	0.99698204	0
2332	155908	0.996857130031	0
155030	92421	0.99663514	1
55690	156110	0.99579084	0
28910	155971	0.99576145	0
155971	10959	0.994116860127	0
10959	155971	0.993355429143	0
156110	100616444	0.9930837	0
4843	155971	0.99206805	0
28299	155971	0.990998840165	0
100616444	156110	0.99088216	0
7422	155871	0.990796710381	0
155030	3458	0.990107339592	0
3458	155030	0.989648055268	0
7329	155030	0.989167	1
155871	7422	0.98813658888	0
155971	801	0.988095085597	0
801	155971	0.987475378523	0
3735	155030	0.986525684647	0
7852	156110	0.984135489569	1
6347	155971	0.982579107038	0
156110	55690	0.98217255	0
3105	156110	0.98208393611	1
155971	2028	0.981180835602	0
155030	3735	0.979463860853	0
155971	6347	0.978828525192	0
1755	155971	0.9764534	0
972	155945	0.975390058939	0
155971	19	0.9738227	0
155971	28299	0.973683613128	0
19	155971	0.9733011	0
28981	155971	0.97314745	0
155945	3661	0.972999771672	1
1387	155971	0.9698406	0
155971	8743	0.967430853239	0
155459	920	0.965741862589	0
155945	972	0.965671418581	0
155030	975	0.965232461455	1
155030	7020	0.960016376039	0
7020	155030	0.959806015155	0
156110	684	0.959458619077	0
155971	4843	0.95693445	0
920	155459	0.956261336621	0
155807	5886	0.955776668113	0
2028	155971	0.953073258567	0
155971	28981	0.94447947	0
7124	156110	0.942913908989	0
155971	1755	0.94260454	0
4691	155908	0.938081275692	0
8743	155971	0.937359588071	0
156110	7124	0.936331555499	0
155908	4691	0.934447400434	0
155971	3385	0.934359310146	0
50863	155971	0.9330133	0
5713	155807	0.92731076	0
25939	155459	0.9258251	0
684	155459	0.9258251	0
155807	55540	0.922678290364	0
55540	155807	0.922678290364	0
5478	156110	0.917499010915	0
155971	50863	0.9173873	0
115362	155971	0.916331891232	0
156110	5478	0.915129298376	0
684	156110	0.914910426403	0
3106	156110	0.907659963669	1
10075	155348	0.906257621873	0
5886	155807	0.899613187195	0
155030	3732	0.8986902	1
155971	2	0.8787983	0
23241	156110	0.8781438	0
347376	155030	0.873951402296	0
3661	155945	0.869302042421	1
54106	155971	0.8675209	0
156110	7852	0.866889407092	1
155030	347376	0.864342162692	0
155459	25939	0.8593484	0
155459	684	0.8593484	0
155971	3384	0.85901916	0
155971	4982	0.858955191808	0
3385	155971	0.855882587659	0
3732	155030	0.8501546	1
94025	155971	0.8445424	0
100862696	155030	0.831859503752	0
975	155030	0.831767281623	1
155030	728378	0.82534498191	0
155807	5713	0.8201554	0
155971	1387	0.81919056	0
155971	94025	0.80678374	0
728378	155030	0.802066550622	0
156110	23241	0.8011379	0
818	155971	0.796411673289	0
155971	818	0.795787477204	0
155971	115362	0.789296488606	0
3384	155971	0.77554524	0
155971	7432	0.7732591	0
5817	156110	0.757659935779	0
2534	156110	0.735612702734	0
155971	54106	0.7295864	0
2745	155971	0.729313959141	0
155971	2745	0.716710693976	0
7432	155971	0.71388906	0
155030	100862696	0.7027812844	0
155807	3840	0.689832843144	0
3840	155807	0.687595245332	0
5599	155971	0.679434851137	0
155945	100616444	0.671619592111	0
4982	155971	0.666917194642	0
155459	6921	0.666087037626	0
4360	155971	0.663557086897	0
4780	155971	0.644709603206	0
6693	155971	0.640038914077	0
155971	5599	0.624099878371	0
6921	155459	0.611422355509	0
155971	4360	0.603202989987	0
156110	5817	0.600430027861	0
155971	4780	0.592970071748	0
2	155971	0.5791079	0
5817	155945	0.575280302066	0
156110	10399	0.57500422593	0
155945	5817	0.570933121434	0
155971	6693	0.563776604048	0
10399	156110	0.55602141634	0
156110	3106	0.551274722133	1
155908	3267	0.5499987	0
156110	2534	0.533120373179	0
22914	156110	0.529515704157	0
155030	30816	0.501747519484	0
30816	155030	0.495373008815	0
7474	155971	0.493932209548	0
84268	155908	0.48649158791899993	0
155971	7474	0.486313711978	0
156110	22914	0.483607845977	0
128866	155030	0.47627526010800003	1
155945	3777	0.4646545959799999	0
155030	128866	0.449054777225	1
156110	1435	0.44411064043900006	0
155908	84268	0.437307959867	0
156110	23547	0.433281525479	0
155348	10075	0.43186815600999995	0
23547	156110	0.43170184545400003	0
156110	821	0.41828254	0
9730	155807	0.41388389155500005	1
155807	9730	0.40965581732300005	1
156110	3105	0.393581663907	1
684	155030	0.3879283	1
79719	155030	0.38454220000000006	0
925	156110	0.37231738389399993	1
821	156110	0.36322656	0
48	155908	0.35360954381600007	0
940	156110	0.352875121787	1
81030	155030	0.332894746689	0
155971	6890	0.31645205177899993	0
2720	155971	0.30175894000000003	0
155030	3456	0.30153304000000003	0
10959	155807	0.30153304000000003	0
925	155459	0.30070814	0
155807	10959	0.29793388	0
3456	155030	0.29793388	0
6285	155030	0.294143281104	0
155030	6285	0.293742200339	0
155971	351	0.29323444	0
155459	861	0.2900017378490001	0
861	155459	0.2853633102390001	0
10462	155030	0.283305949253	0
155030	148362	0.2791394300000001	0
155030	947	0.27184257	0
947	155030	0.27184257	0
155459	925	0.2695499	0
10642	155030	0.2684418409889999	1
5879	155030	0.26820953325700003	0
155030	79719	0.26171225	0
155030	10642	0.26123049436799994	1
155030	10462	0.25848055101200007	0
148362	155030	0.25169215	0
3267	155908	0.24529390000000006	0
1508	155030	0.23839997163000004	0
3565	155971	0.23620769060699998	0
155030	1508	0.23485620897299997	0
351	155971	0.23484918	0
155971	3565	0.22992894649100004	0
155971	2335	0.22806278000000002	0
2335	155971	0.22806278000000002	0
155971	2720	0.22793746999999998	0
3107	156110	0.22552242251099996	0
100616444	155945	0.22351497007200005	0
156110	925	0.21659735053899998	1
1109	155971	0.2131579	0
10226	155971	0.182343812941	0
156110	940	0.17979404281599998	1
3777	155945	0.17814546205600001	0
1435	156110	0.17599480179999993	0
