E1	E2	Probability	Label
155459	60489	1.0	0
202559	155908	0.00033373787	0
302	155030	0.99998930406	1
3107	156110	0.203794420294	0
3458	156110	0.00031139003	0
155030	4261	4.559117e-06	0
4594	156110	6.716572e-10	0
4734	155030	0.99780697	0
3576	155971	2.4315307e-08	0
155908	1653	0.99914665774	1
155030	5594	0.000565875245325	0
155971	3576	4.2124775e-08	0
155459	6921	0.666087037626	0
155971	1272	0.10100782	0
155908	7514	1.0	1
1673	155871	0.0109040923132	0
155971	26996	0.0010170626	0
156110	356	1.0	0
155459	8065	1.0	0
3958	155871	0.00147312894636	0
6714	156110	3.7665568e-06	0
156110	3458	0.00031139003	0
100187828	155871	6.4484004e-12	0
155945	684	1.0	1
155030	51014	2.4659336e-08	0
156110	1493	8.4653267507e-07	1
10462	155030	0.348985561713	0
3836	155807	0.0528420178809	0
1508	155030	0.466784734832	0
10959	155030	0.999999968232	0
684	155971	0.15307307	1
917	156110	1.0465811e-05	0
3661	155945	0.894356687528	1
155971	6347	0.999169662013	0
155030	4314	0.00075390615	0
156110	6347	1.7314703e-08	0
19	155971	0.9733011	0
155971	115362	0.785604780016	0
7852	156110	0.984135489569	1
155971	6351	0.99999905	0
6998	155971	0.00084089854	0
155030	100862696	0.904505772643	0
2028	155908	3.2475256e-10	0
155807	4790	4.28960729942e-05	0
347376	155030	0.873951402296	0
3502	155971	0.0106714498452	0
60489	155459	1.0	0
100616444	155030	0.999955661653	0
155030	10015	0.999999999746	1
54106	155971	0.8675209	0
155030	148362	0.27913943	0
156110	7124	0.940144382458	0
100689229	155030	0.000274191901546	0
155030	100689229	0.000142669346338	0
155030	27074	1.6427981e-07	0
155030	10521	6.918586e-08	0
155030	100616444	0.999990535166	0
1387	155971	0.9698406	0
155945	5817	0.579503917385	0
6285	155908	0.109736898796	0
155971	801	0.99984574613	0
310	155030	3.524915e-06	0
1493	156110	2.21804542189e-06	1
155971	28910	0.99698204	0
155971	3586	2.01748672435e-07	0
6596	155807	0.00193321190765	0
155971	4153	0.0008738005	0
3732	155030	0.8501546	1
155971	974	5.3297794e-10	0
861	155459	0.2918357417	0
156110	238	3.523463e-09	0
1421	155030	0.077018775	0
156110	3106	0.551274722133	1
155971	3502	0.00496432011842	0
156110	5599	5.9877253e-10	0
79966	155971	0.028537877	0
155971	6387	1.0	0
155807	3916	0.99999845	0
653820	155807	3.5419996e-06	0
156110	256987	0.12309702856	0
821	155971	0.999996888532	1
155971	4780	0.549347670034	0
155030	684	0.11912002	1
155030	1629	1.07401508465e-07	0
155030	3565	0.00287116225681	0
8835	155459	0.0007931549	0
155348	8941	2.0911427e-08	0
155807	5886	0.967437024829	0
1109	155971	0.2131579	0
5621	155971	0.08691291	0
1669	155971	0.000706434511756	0
155971	51497	0.000538825548226	0
155971	10226	0.162024769539	0
2720	155971	0.30175894	0
19	156110	2.062244e-05	0
5594	155030	0.00154295362182	0
6402	155030	5.328085e-09	0
155807	3725	0.000721178834383	0
728378	155030	0.805860561367	0
155971	834	4.3455744e-05	0
156110	684	0.964324618453	0
347376	155807	4.788972e-09	0
27067	155908	0.0561061732846	0
865	155459	0.998108594152	0
155971	2745	0.746528896377	0
3558	155971	3.492753e-05	0
155807	836	0.004895091	0
22914	155945	0.00200592652274	0
156110	925	0.2238634736	1
256987	156110	0.142054485599	0
920	155971	1.0	1
155459	865	0.999374657442	0
347376	155971	0.000490264680396	0
155971	28299	0.973683613128	0
155971	2187	0.999586145537	0
10714	155348	7.1536255e-05	0
155030	3735	0.979463860853	0
156110	7253	0.00666812937203	0
156110	60489	0.0261967706668	0
5478	155030	0.999999999886	0
973	155971	0.00017746419	0
155971	30816	2.06330564269e-05	0
6737	155030	1.6730532e-05	0
5478	156110	0.988589552071	0
156110	5817	0.731289189454	0
3178	155971	5.990896e-08	0
1029	155030	5.37564616887e-05	0
155971	4843	0.95693445	0
925	155459	0.30070814	0
155971	5122	1.0	0
155971	51311	0.15529439	0
54205	155807	4.4525056e-08	0
6772	155971	1.9470197e-07	0
653820	155971	8.78369985413e-07	0
155971	19	0.9738227	0
148362	155030	0.25169215	0
155971	10959	0.988037833175	0
155971	10410	2.8914083e-05	1
25939	155807	9.99115967737e-09	0
7020	155971	0.999309170025	0
155030	6737	4.406564e-05	0
4869	155908	0.120137744269	1
5713	155807	0.92731076	0
156110	4594	3.872985e-10	0
3777	155945	0.202026081803	0
155908	653108	5.76875487157e-06	0
155971	4790	4.871037e-12	0
156110	6285	0.999841103745	0
155030	4320	9.246015e-06	0
155908	6285	0.109915339454	0
155971	54106	0.7295864	0
155908	100271694	3.8549727e-10	0
100862696	155030	0.958064560749	0
155030	1421	0.06719902	0
3267	155908	0.2452939	0
155908	10492	0.00144850219146	0
155030	8941	3.0303844e-09	0
155807	25939	1.04870946371e-08	0
2332	155908	0.996857130031	0
8065	155459	1.0	0
155807	842	8.190276e-05	0
155348	10714	2.0192296e-05	0
6426	155971	1.90073965012e-07	0
3385	155971	0.914540860229	0
155807	10980	0.99741733	0
155030	10959	0.999999336865	0
155945	1128	0.99770504	0
155459	200316	0.998502398404	1
5901	155030	0.99982554	0
155971	3700	1.0	0
6998	155030	0.00023968893	0
3106	155030	0.999999879362	1
8941	155348	1.8497333e-08	0
3840	155807	0.434811904139	0
155030	7251	0.999999411721	1
684	155945	1.0	1
30816	155945	1.19661598963e-07	0
3700	155971	1.0	0
155908	4869	0.108602782213	1
3135	156110	4.97296038582e-06	0
3603	155971	2.8485006e-08	0
100616444	155945	0.238087288178	0
7432	155971	0.71388906	0
6693	155971	0.586133663022	0
155908	3267	0.5499987	0
155971	4513	3.0867952e-05	0
156110	11337	8.031019e-06	0
156110	1435	0.367695266152	0
155971	1109	0.062162474	0
156110	2736	0.193457279459	0
155971	80279	2.94250179778e-10	0
920	155459	0.960113267209	0
155030	1489	5.987066e-09	0
9733	155871	0.0137020748978	0
155971	347376	0.000490264680396	0
6348	155971	0.999995877643	0
940	156110	0.354791957858	1
155030	5478	0.999999992831	0
920	156110	1.0	0
5062	156110	0.99994694553	1
155348	10075	0.43186815601	0
155971	5933	0.0006003012	0
10980	155807	0.99741733	0
2745	155971	0.734584137183	0
23547	156110	0.347093804507	0
5122	155971	1.0	0
155971	6998	0.0006555176	0
155030	7329	0.99724364	1
156110	55690	0.98217255	0
155030	975	0.983063468003	1
155971	5599	0.706024764145	0
51311	155971	0.17493808	0
155030	286	0.0429701099806	0
6402	155971	0.00658522511715	0
156110	3932	0.999999982509	1
10015	155030	1.0	1
387	155030	2.3673409e-05	0
155807	55540	0.957977301788	0
155971	3384	0.85901916	0
155807	81559	0.00483657871812	0
5933	155971	0.0020150517	0
155807	347376	3.1108943e-08	0
904	155871	0.997105986593	1
155971	30835	1.0	0
3622	155908	2.875788e-07	0
156110	7852	0.866889407092	1
920	155945	1.0	0
10075	155348	0.906257621873	0
155807	6596	0.000513110571557	0
155807	10959	0.29793388	0
1392	155971	2.6186076e-06	0
23241	156110	0.8781438	0
7422	155871	0.99884854283	0
1629	155030	1.6572339252e-06	0
155348	51014	2.7817143e-07	0
156110	7020	0.990330363427	0
3704	155908	0.0281635415738	0
155030	79719	0.26171225	0
1272	155971	0.10100782	0
925	155030	1.0	0
29110	156110	1.0	0
155030	920	0.999678199326	1
155908	3458	5.051777e-06	0
972	155945	0.975390058939	0
155807	3735	0.999993299263	0
156110	917	1.0465811e-05	0
115362	155971	0.941186302849	0
4481	156110	1.3164387e-07	0
155030	6402	1.3456725e-08	0
3458	155971	5.72098153832e-05	0
155908	2332	0.998811323021	0
1653	155908	0.999900636853	1
5599	156110	1.8547694e-10	0
7251	155030	1.0	1
155971	79966	0.028537877	0
155971	3458	8.89316935484e-05	0
155908	100616444	7.5300133e-10	0
6285	155945	0.02111193	0
155030	310	1.980536e-06	0
155030	3106	1.0	1
100129339	155030	8.768676e-05	0
7474	155971	0.401161540107	0
155908	103	2.618333e-06	0
238	156110	6.796474e-09	0
2736	156110	0.117172918878	0
155971	3107	0.012119474	0
10226	155971	0.176885979959	0
155030	81030	0.0140245143209	0
155871	904	0.997676251667	1
84268	155908	0.477274063323	0
2028	155030	0.026404003	0
55540	155807	0.957977301788	0
286	155030	0.0137573117225	0
3848	155908	5.6585436e-06	0
3932	155971	0.12358716	0
54472	155971	2.7815161e-09	0
1056	155971	0.99799746	0
1435	156110	0.0943759922629	0
156110	2534	0.490819904819	0
7329	155030	0.989167	1
983	155908	0.058207836	0
4780	155971	0.599303430055	0
