ENTITY1	ENTITY2	PROBABILITY	LABEL
155459	60489	1.0	1
155945	684	1.0	1
920	155971	1.0	0
155971	7852	1.0	1
155971	920	1.0	1
1234	155971	1.0	0
155945	920	1.0	1
156110	920	1.0	1
155971	1234	1.0	1
155459	200316	0.999999998439	1
156110	3932	0.999999998124	1
155030	925	0.999999994908	0
155971	1803	0.999999988521	1
155459	8065	0.999999958541	1
155971	2187	0.99999990203	0
920	155945	0.99999988902	0
155971	821	0.999999834863	0
60489	155459	0.999999642241	0
155971	28299	0.999999414801	0
156110	6285	0.99999702456	0
155971	4513	0.99999404	0
24137	155030	0.999991266489	0
155459	164668	0.999990998152	1
164668	155459	0.999981293103	0
155871	1673	0.999981107324	1
3735	155030	0.999973793726	0
155459	865	0.999969168235	1
156110	3055	0.999967800527	1
920	156110	0.999953367782	0
684	155945	0.999951326535	0
155971	19	0.99992955	0
155945	3661	0.999926797447	0
8065	155459	0.99988137339	0
5478	155030	0.999874507513	1
155971	50863	0.99986494	0
155807	3916	0.99984646	1
155971	7040	0.999833877846	1
155971	100	0.99978226	1
155971	834	0.99974996	1
155807	3725	0.999548623042	1
155971	925	0.999515350553	1
155030	5478	0.999468498521	0
3385	155971	0.999460444434	0
155971	801	0.999405323055	0
3055	156110	0.999273713048	0
155971	3385	0.999262142064	0
4153	155971	0.99924856	0
156110	256987	0.999221763151	1
155971	30835	0.998911680914	1
684	156110	0.998731871731	0
148362	155030	0.9984163	0
155807	4790	0.998166170737	1
155807	81559	0.998146228178	1
155971	5933	0.9980356	0
156110	940	0.998022599374	1
155971	3384	0.99775785	0
10015	155030	0.99748370933	1
7251	155030	0.997111345768	1
155971	3107	0.9971023	1
5122	155971	0.995967505437	0
155971	4360	0.995737185309	1
728378	155908	0.994232368572	0
155030	29082	0.993771852583	0
256987	156110	0.993345891213	0
155908	728378	0.99274919587	0
4734	155030	0.9924539	1
156110	29110	0.991898011321	0
155971	7432	0.9915279	0
155971	28981	0.9907088	0
155459	25939	0.989003	0
155459	684	0.989003	0
155807	3091	0.987687979789	1
8743	155971	0.985773661326	0
156110	684	0.983704385381	1
156110	238	0.98364645	1
865	155459	0.983271123305	0
156110	6347	0.9829805	1
155807	25939	0.982404421812	0
3932	156110	0.981016537454	0
156110	7852	0.980176973323	1
155971	1524	0.97977793	0
10959	155030	0.979215148934	0
155030	3735	0.979202350559	0
155971	4982	0.977635394893	0
